1
66	DDIGGING WITHOUT A SHOVEL IS QUITE IMPRACTICAL.  EVEN WITH A SHOVEL
66	PROGRESS IS UNLIKELY.
67	BLASTING REQUIRES DYNAMITE.
68	I'M AS CONFUSED AS YOU ARE.
69	MIST IS A WHITE VAPOR, USUALLY WATER, SEEN FROM TIME TO TIME IN
69	CAVERNS.  IT CAN BE FOUND ANYWHERE BUT IS FREQUENTLY A SIGN OF A DEEP
69	PIT LEADING DOWN TO WATER.
70	YOUR FEET ARE NOW WET.
71	I THINK I JUST LOST MY APPETITE.
72	THANK YOU, IT WAS DELICIOUS!
73	YOU HAVE TAKEN A DRINK FROM THE STREAM.  THE WATER TASTES STRONGLY OF
73	MINERALS, BUT IS NOT UNPLEASANT.  IT IS EXTREMELY COLD.
74	THE BOTTLE OF WATER IS NOW EMPTY.
75	RUBBING THE ELECTRIC LAMP IS NOT PARTICULARLY REWARDING.  ANYWAY,
75	NOTHING EXCITING HAPPENS.
76	PECULIAR.  NOTHING UNEXPECTED HAPPENS.
77	YOUR BOTTLE IS EMPTY AND THE GROUND IS WET.
78	YOU CAN'T POUR THAT.
79	WATCH IT!
80	WHICH WAY?
81	OH DEAR, YOU SEEM TO HAVE GOTTEN YOURSELF KILLED.  I MIGHT BE ABLE TO
81	HELP YOU OUT, BUT I'VE NEVER REALLY DONE THIS BEFORE.  DO YOU WANT ME
81	TO TRY TO REINCARNATE YOU?
82	ALL RIGHT.  BUT DON'T BLAME ME IF SOMETHING GOES WR......
82			    --- POOF!! ---
82	YOU ARE ENGULFED IN A CLOUD OF ORANGE SMOKE.  COUGHING AND GASPING,
82	YOU EMERGE FROM THE SMOKE AND FIND....
83	YOU CLUMSY OAF, YOU'VE DONE IT AGAIN!  I DON'T KNOW HOW LONG I CAN
83	KEEP THIS UP.  DO YOU WANT ME TO TRY REINCARNATING YOU AGAIN?
84	OKAY, NOW WHERE DID I PUT MY ORANGE SMOKE?....	>POOF!<
84	EVERYTHING DISAPPEARS IN A DENSE CLOUD OF ORANGE SMOKE.
85	NOW YOU'VE REALLY DONE IT!  I'M OUT OF ORANGE SMOKE!  YOU DON'T EXPECT
85	ME TO DO A DECENT REINCARNATION WITHOUT ANY ORANGE SMOKE, DO YOU?
86	OKAY, IF YOU'RE SO SMART, DO IT YOURSELF!  I'M LEAVING!
90	>>> MESSAGES 81 THRU 90 ARE RESERVED FOR "OBITUARIES". <<<
91	SORRY, BUT I NO LONGER SEEM TO REMEMBER HOW IT WAS YOU GOT HERE.
92	YOU CAN'T CARRY ANYTHING MORE.	YOU'LL HAVE TO DROP SOMETHING FIRST.
93	YOU CAN'T GO THROUGH A LOCKED STEEL GRATE!
94	I BELIEVE WHAT YOU WANT IS RIGHT HERE WITH YOU.
95	YOU DON'T FIT THROUGH A TWO-INCH SLIT!
96	I RESPECTFULLY SUGGEST YOU GO ACROSS THE BRIDGE INSTEAD OF JUMPING.
97	THERE IS NO WAY ACROSS THE FISSURE.
98	YOU'RE NOT CARRYING ANYTHING.
99	YOU ARE CURRENTLY HOLDING THE FOLLOWING:
100	IT'S NOT HUNGRY (IT'S MERELY PININ' FOR THE FJORDS).  BESIDES, YOU
100	HAVE NO BIRD SEED.
101	THE SNAKE HAS NOW DEVOURED YOUR BIRD.
102	THERE'S NOTHING HERE IT WANTS TO EAT (EXCEPT PERHAPS YOU).
103	YOU FOOL, DWARVES EAT ONLY COAL!  NOW YOU'VE MADE HIM *REALLY* MAD!!
104	YOU HAVE NOTHING IN WHICH TO CARRY IT.
105	YOUR BOTTLE IS ALREADY FULL.
106	THERE IS NOTHING HERE WITH WHICH TO FILL THE BOTTLE.
107	YOUR BOTTLE IS NOW FULL OF WATER.
108	YOUR BOTTLE IS NOW FULL OF OIL.
109	YOU CAN'T FILL THAT.
110	DON'T BE RIDICULOUS!
111	THE DOOR IS EXTREMELY RUSTY AND REFUSES TO OPEN.
112	THE PLANT INDIGNANTLY SHAKES THE OIL OFF ITS LEAVES AND ASKS, "WATER?"
113	THE HINGES ARE QUITE THOROUGHLY RUSTED NOW AND WON'T BUDGE.
114	THE OIL HAS FREED UP THE HINGES SO THAT THE DOOR WILL NOW MOVE,
114	ALTHOUGH IT REQUIRES SOME EFFORT.
115	THE PLANT HAS EXCEPTIONALLY DEEP ROOTS AND CANNOT BE PULLED FREE.
116	THE DWARVES' KNIVES VANISH AS THEY STRIKE THE WALLS OF THE CAVE.
117	SOMETHING YOU'RE CARRYING WON'T FIT THROUGH THE TUNNEL WITH YOU.
117	YOU'D BEST TAKE INVENTORY AND DROP SOMETHING.
118	YOU CAN'T FIT THIS FIVE-FOOT CLAM THROUGH THAT LITTLE PASSAGE!
119	YOU CAN'T FIT THIS FIVE-FOOT OYSTER THROUGH THAT LITTLE PASSAGE!
120	I ADVISE YOU TO PUT DOWN THE CLAM BEFORE OPENING IT.  >STRAIN!<
121	I ADVISE YOU TO PUT DOWN THE OYSTER BEFORE OPENING IT.	>WRENCH!<
122	YOU DON'T HAVE ANYTHING STRONG ENOUGH TO OPEN THE CLAM.
123	YOU DON'T HAVE ANYTHING STRONG ENOUGH TO OPEN THE OYSTER.
124	A GLISTENING PEARL FALLS OUT OF THE CLAM AND ROLLS AWAY.  GOODNESS,
124	THIS MUST REALLY BE AN OYSTER.	(I NEVER WAS VERY GOOD AT IDENTIFYING
124	BIVALVES.)  WHATEVER IT IS, IT HAS NOW SNAPPED SHUT AGAIN.
125	THE OYSTER CREAKS OPEN, REVEALING NOTHING BUT OYSTER INSIDE.  IT
125	PROMPTLY SNAPS SHUT AGAIN.
126	YOU HAVE CRAWLED AROUND IN SOME LITTLE HOLES AND FOUND YOUR WAY
126	BLOCKED BY A RECENT CAVE-IN.  YOU ARE NOW BACK IN THE MAIN PASSAGE.
129	A SEPULCHRAL VOICE REVERBERATING THROUGH THE CAVE, SAYS, "CAVE CLOSING
129	SOON.  ALL ADVENTURERS EXIT IMMEDIATELY THROUGH MAIN OFFICE."
130	A MYSTERIOUS RECORDED VOICE GROANS INTO LIFE AND ANNOUNCES:
130	   "THIS EXIT IS CLOSED.  PLEASE LEAVE VIA MAIN OFFICE."
131	IT LOOKS AS THOUGH YOU'RE DEAD.  WELL, SEEING AS HOW IT'S SO CLOSE TO
131	CLOSING TIME ANYWAY, I THINK WE'LL JUST CALL IT A DAY.
132	THE SEPULCHRAL VOICE ENTONES, "THE CAVE IS NOW CLOSED."  AS THE ECHOES
132	FADE, THERE IS A BLINDING FLASH OF LIGHT (AND A SMALL PUFF OF ORANGE
132	SMOKE). . . .	 AS YOUR EYES REFOCUS, YOU LOOK AROUND AND FIND...
133	THERE IS A LOUD EXPLOSION, AND A TWENTY-FOOT HOLE APPEARS IN THE FAR
133	WALL, BURYING THE DWARVES IN THE RUBBLE.  YOU MARCH THROUGH THE HOLE
133	AND FIND YOURSELF IN THE MAIN OFFICE, WHERE A CHEERING BAND OF
133	FRIENDLY ELVES CARRY THE CONQUERING ADVENTURER OFF INTO THE SUNSET.
134	THERE IS A LOUD EXPLOSION, AND A TWENTY-FOOT HOLE APPEARS IN THE FAR
134	WALL, BURYING THE SNAKES IN THE RUBBLE.  A RIVER OF MOLTEN LAVA POURS
134	IN THROUGH THE HOLE, DESTROYING EVERYTHING IN ITS PATH, INCLUDING YOU!
135	THERE IS A LOUD EXPLOSION, AND YOU ARE SUDDENLY SPLASHED ACROSS THE
135	WALLS OF THE ROOM.
136	THE RESULTING RUCKUS HAS AWAKENED THE DWARVES.	THERE ARE NOW SEVERAL
136	THREATENING LITTLE DWARVES IN THE ROOM WITH YOU!  MOST OF THEM THROW
136	KNIVES AT YOU!	ALL OF THEM GET YOU!
137	OH, LEAVE THE POOR UNHAPPY BIRD ALONE.
138	I DARESAY WHATEVER YOU WANT IS AROUND HERE SOMEWHERE.
139	I DON'T KNOW THE WORD "STOP".  USE "QUIT" IF YOU WANT TO GIVE UP.
140	YOU CAN'T GET THERE FROM HERE.
141	YOU ARE BEING FOLLOWED BY A VERY LARGE, TAME BEAR.
142	IF YOU WANT TO END YOUR ADVENTURE EARLY, SAY "QUIT".  TO SUSPEND YOUR
142	ADVENTURE SUCH THAT YOU CAN CONTINUE LATER, SAY "SUSPEND" (OR "PAUSE"
142	OR "SAVE").  TO SEE WHAT HOURS THE CAVE IS NORMALLY OPEN, SAY "HOURS".
142	TO SEE HOW WELL YOU'RE DOING, SAY "SCORE".  TO GET FULL CREDIT FOR A
142	TREASURE, YOU MUST HAVE LEFT IT SAFELY IN THE BUILDING, THOUGH YOU GET
142	PARTIAL CREDIT JUST FOR LOCATING IT.  YOU LOSE POINTS FOR GETTING
142	KILLED, OR FOR QUITTING, THOUGH THE FORMER COSTS YOU MORE.  THERE ARE
142	ALSO POINTS BASED ON HOW MUCH (IF ANY) OF THE CAVE YOU'VE MANAGED TO
142	EXPLORE; IN PARTICULAR, THERE IS A LARGE BONUS JUST FOR GETTING IN (TO
142	DISTINGUISH THE BEGINNERS FROM THE REST OF THE PACK), AND THERE ARE
142	OTHER WAYS TO DETERMINE WHETHER YOU'VE BEEN THROUGH SOME OF THE MORE
142	HARROWING SECTIONS.  IF YOU THINK YOU'VE FOUND ALL THE TREASURES, JUST
142	KEEP EXPLORING FOR A WHILE.  IF NOTHING INTERESTING HAPPENS, YOU
142	HAVEN'T FOUND THEM ALL YET.  IF SOMETHING INTERESTING *DOES* HAPPEN,
142	IT MEANS YOU'RE GETTING A BONUS AND HAVE AN OPPORTUNITY TO GARNER MANY
142	MORE POINTS IN THE MASTER'S SECTION.  I MAY OCCASIONALLY OFFER HINTS
142	IF YOU SEEM TO BE HAVING TROUBLE.  IF I DO, I'LL WARN YOU IN ADVANCE
142	HOW MUCH IT WILL AFFECT YOUR SCORE TO ACCEPT THE HINTS.  FINALLY, TO
142	SAVE PAPER, YOU MAY SPECIFY "BRIEF", WHICH TELLS ME NEVER TO REPEAT
142	THE FULL DESCRIPTION OF A PLACE UNLESS YOU EXPLICITLY ASK ME TO.
143	DO YOU INDEED WISH TO QUIT NOW?
144	THERE IS NOTHING HERE WITH WHICH TO FILL THE VASE.
145	THE SUDDEN CHANGE IN TEMPERATURE HAS DELICATELY SHATTERED THE VASE.
146	IT IS BEYOND YOUR POWER TO DO THAT.
147	I DON'T KNOW HOW.
148	IT IS TOO FAR UP FOR YOU TO REACH.
149	YOU KILLED A LITTLE DWARF.  THE BODY VANISHES IN A CLOUD OF GREASY
149	BLACK SMOKE.
150	THE SHELL IS VERY STRONG AND IS IMPERVIOUS TO ATTACK.
151	WHAT'S THE MATTER, CAN'T YOU READ?  NOW YOU'D BEST START OVER.
152	THE AXE BOUNCES HARMLESSLY OFF THE DRAGON'S THICK SCALES.
153	THE DRAGON LOOKS RATHER NASTY.	YOU'D BEST NOT TRY TO GET BY.
154	THE LITTLE BIRD ATTACKS THE GREEN DRAGON, AND IN AN ASTOUNDING FLURRY
154	GETS BURNT TO A CINDER.  THE ASHES BLOW AWAY.
155	ON WHAT?
156	OKAY, FROM NOW ON I'LL ONLY DESCRIBE A PLACE IN FULL THE FIRST TIME
156	YOU COME TO IT.  TO GET THE FULL DESCRIPTION, SAY "LOOK".
157	TROLLS ARE CLOSE RELATIVES WITH THE ROCKS AND HAVE SKIN AS TOUGH AS
157	THAT OF A RHINOCEROS.  THE TROLL FENDS OFF YOUR BLOWS EFFORTLESSLY.
158	THE TROLL DEFTLY CATCHES THE AXE, EXAMINES IT CAREFULLY, AND TOSSES IT
158	BACK, DECLARING, "GOOD WORKMANSHIP, BUT IT'S NOT VALUABLE ENOUGH."
159	THE TROLL CATCHES YOUR TREASURE AND SCURRIES AWAY OUT OF SIGHT.
160	THE TROLL REFUSES TO LET YOU CROSS.
161	THERE IS NO LONGER ANY WAY ACROSS THE CHASM.
162	JUST AS YOU REACH THE OTHER SIDE, THE BRIDGE BUCKLES BENEATH THE
162	WEIGHT OF THE BEAR, WHICH WAS STILL FOLLOWING YOU AROUND.  YOU
162	SCRABBLE DESPERATELY FOR SUPPORT, BUT AS THE BRIDGE COLLAPSES YOU
162	STUMBLE BACK AND FALL INTO THE CHASM.
163	THE BEAR LUMBERS TOWARD THE TROLL, WHO LETS OUT A STARTLED SHRIEK AND
163	SCURRIES AWAY.	THE BEAR SOON GIVES UP THE PURSUIT AND WANDERS BACK.
164	THE AXE MISSES AND LANDS NEAR THE BEAR WHERE YOU CAN'T GET AT IT.
165	WITH WHAT?  YOUR BARE HANDS?  AGAINST *HIS* BEAR HANDS??
166	THE BEAR IS CONFUSED; HE ONLY WANTS TO BE YOUR FRIEND.
167	FOR CRYING OUT LOUD, THE POOR THING IS ALREADY DEAD!
168	THE BEAR EAGERLY WOLFS DOWN YOUR FOOD, AFTER WHICH HE SEEMS TO CALM
168	DOWN CONSIDERABLY AND EVEN BECOMES RATHER FRIENDLY.
169	THE BEAR IS STILL CHAINED TO THE WALL.
170	THE CHAIN IS STILL LOCKED.
171	THE CHAIN IS NOW UNLOCKED.
172	THE CHAIN IS NOW LOCKED.
173	THERE IS NOTHING HERE TO WHICH THE CHAIN CAN BE LOCKED.
174	THERE IS NOTHING HERE TO EAT.
175	DO YOU WANT THE HINT?
176	DO YOU NEED HELP GETTING OUT OF THE MAZE?
177	YOU CAN MAKE THE PASSAGES LOOK LESS ALIKE BY DROPPING THINGS.
178	ARE YOU TRYING TO EXPLORE BEYOND THE PLOVER ROOM?
179	THERE IS A WAY TO EXPLORE THAT REGION WITHOUT HAVING TO WORRY ABOUT
179	FALLING INTO A PIT.  NONE OF THE OBJECTS AVAILABLE IS IMMEDIATELY
179	USEFUL IN DISCOVERING THE SECRET.
180	DO YOU NEED HELP GETTING OUT OF HERE?
181	DON'T GO WEST.
182	GLUTTONY IS NOT ONE OF THE TROLL'S VICES.  AVARICE, HOWEVER, IS.
183	YOUR LAMP IS GETTING DIM.  YOU'D BEST START WRAPPING THIS UP, UNLESS
183	YOU CAN FIND SOME FRESH BATTERIES.  I SEEM TO RECALL THERE'S A VENDING
183	MACHINE IN THE MAZE.  BRING SOME COINS WITH YOU.
184	YOUR LAMP HAS RUN OUT OF POWER.
185	THERE'S NOT MUCH POINT IN WANDERING AROUND OUT HERE, AND YOU CAN'T
185	EXPLORE THE CAVE WITHOUT A LAMP.  SO LET'S JUST CALL IT A DAY.
187	YOUR LAMP IS GETTING DIM.  YOU'D BEST GO BACK FOR THOSE BATTERIES.
188	YOUR LAMP IS GETTING DIM.  I'M TAKING THE LIBERTY OF REPLACING THE
188	BATTERIES.
189	YOUR LAMP IS GETTING DIM, AND YOU'RE OUT OF SPARE BATTERIES.  YOU'D
189	BEST START WRAPPING THIS UP.
190	I'M AFRAID THE MAGAZINE IS WRITTEN IN DWARVISH.
192	HMMM, THIS LOOKS LIKE A CLUE, WHICH MEANS IT'LL COST YOU 10 POINTS TO
192	READ IT.  SHOULD I GO AHEAD AND READ IT ANYWAY?
193	IT SAYS, "THERE IS SOMETHING STRANGE ABOUT THIS PLACE, SUCH THAT ONE
193	OF THE WORDS I'VE ALWAYS KNOWN NOW HAS A NEW EFFECT."
194	IT SAYS THE SAME THING IT DID BEFORE.
195	I'M AFRAID I DON'T UNDERSTAND.
196	"CONGRATULATIONS ON BRINGING LIGHT INTO THE DARK-ROOM!"
197	YOU STRIKE THE MIRROR A RESOUNDING BLOW, WHEREUPON IT SHATTERS INTO A
197	MYRIAD TINY FRAGMENTS.
198	YOU HAVE TAKEN THE VASE AND HURLED IT DELICATELY TO THE GROUND.
199	YOU PROD THE NEAREST DWARF, WHO WAKES UP GRUMPILY, TAKES ONE LOOK AT
199	YOU, CURSES, AND GRABS FOR HIS AXE.
200	IS THIS ACCEPTABLE?
201	THERE'S NO POINT IN SUSPENDING A DEMONSTRATION GAME.
-1
7
1	3
2	3
3	8	9
4	10
5	11
7	14	15
8	13
11	19	-1
12	17	27
17	0	-1
18	0
19	3
20	3
21	0
28	0
50	18
51	27
52	28
53	29
54	30
55	0
-1
8
1	24
2	29
3	0
4	33
5	0
6	33
7	38
8	38
9	42
10	14
11	43
12	110
13	29
14	110
15	73
16	75
17	29
18	13
19	59
20	59
21	174
22	109
24	13
26	155
30	13
-1
9
0	1	2	3	4	5	6	7	8	9	10
2	1	3	4	7	38
3	46	47	48	54	56	58
4	8
5	13
6	19
7	42	43	44	45	46	47	48	49	50	51
7	52	53	54	55	56
-1
10
-1
11
-1
12
-1
0
